user_id,created_at,country,plan_type,user_age,post_id,post_category,post_created_at,votes_received,user_total_posts,days_since_signup,device_type
U01016,2024-03-16T13:12:37,CL,free,34.0,P0004393,science,2024-03-16T18:31:03,12,14,0,web
U00874,2025-05-10T12:14:19,BR,free,22.0,P0003771,finance,2025-05-12T03:26:05,0,2,2,web
U01866,2025-01-07T03:12:54,BR,free,32.0,P0008019,finance,2025-01-16T03:00:41,5,7,9,mobile
U01161,2025-11-04T11:13:00,US,free,24.0,P0004957,gaming,2025-11-12T20:20:04,3,4,8,web
U00675,2024-02-24T10:49:35,CL,free,31.0,P0002851,finance,2024-04-01T12:25:56,11,6,37,mobile
U01274,2025-04-23T22:51:18,CL,free,35.0,P0005457,Gaming,2025-06-20T04:13:04,6,9,58,mobile
U01163,2025-12-23T08:20:06,ES,free,16.0,P0004968,life,2025-12-28T15:17:22,0,4,5,web
U00551,2025-05-12T04:36:29,CL,free,32.0,P0002301,HEALTH,2025-05-30T07:25:55,3,7,18,desktop
U00952,2024-08-03T08:36:28,CO,free,25.0,P0004114, travel ,2024-08-12T23:38:13,2,7,9,web
U01335,2024-12-22T17:16:51,AR,free,25.0,P0005690,gaming,2025-01-15T10:31:30,3,8,24,web
U00087,2024-01-08T12:18:18,ES,free,23.0,P0000351,gaming,2024-04-06T12:53:02,10,39,89,mobile
U01290,2024-06-14T10:00:19,PE,free,28.0,P0005517, life ,2024-07-04T03:32:34,9,6,20,web
U00687,2024-12-24T09:59:09,MX,pro,,P0002907,health,2025-01-05T23:40:33,5,7,12,mobile
U01714,2024-08-21T20:01:59,BR,free,,P0007357,education,2024-10-31T03:01:06,6,15,71,mobile
U01221,2024-04-11T22:12:46,US,free,22.0,P0005221,finance,2024-04-16T06:06:50,10,3,5,mobile
U00599,2025-04-02T02:52:54,BR,free,36.0,P0002506,music,2025-04-04T09:18:38,10,5,2,mobile
U00634,2024-08-21T21:01:23,US,free,45.0,P0002621,travel,2024-08-24T11:06:47,0,7,3,web
U01495,2024-04-22T20:35:50,US,free,,P0006384,health,2024-06-17T17:07:54,11,11,56,web
U00257,2024-05-18T17:45:48,CO,free,17.0,P0001115, finance ,2024-08-10T02:32:40,5,18,84,web
U00675,2024-02-24T10:49:35,CL,free,31.0,P0002847,health,2024-03-10T15:42:57,5,6,15,web
U01538,2024-05-30T21:28:09,US,free,26.0,P0006587,life,2024-07-04T05:22:07,8,6,35,web
U00079,2024-01-03T23:07:38,AR,free,29.0,P0000299,education,2024-01-14T19:57:30,2,5,11,mobile
U00389,2024-03-18T11:05:58,PE,enterprise,16.0,P0001676,health,2024-03-20T18:07:19,7,12,2,mobile
U00780,2024-12-29T17:23:42,MX,free,33.0,P0003348,tech,2025-01-05T13:27:33,5,27,7,mobile
U01724,2025-06-20T10:44:26,MX,free,16.0,P0007384,education,2025-06-27T08:45:47,5,6,7,desktop
U00656,2025-07-04T10:01:45,BR,free,26.0,P0002736,science,2025-09-04T14:12:46,4,9,62,mobile
U01007,2025-12-12T21:45:05,US,free,25.0,P0004335,sports,2025-12-30T14:54:51,2,3,18,mobile
U01637,2025-01-26T23:39:05,BR,free,31.0,P0007048, tech ,2025-02-24T13:13:39,9,7,29,web
U01645,2025-01-16T10:50:53,AR,free,30.0,P0007101,sports,2025-07-20T04:24:34,6,19,185,mobile
U01771,2025-08-17T21:19:03,US,free,35.0,P0007595,education,2025-10-17T03:50:41,7,21,61,web
U01958,2025-04-27T03:40:43,CL,free,,P0008390,tech,2025-05-05T15:17:03,16,1,8,web
U01760,2025-10-30T19:48:42,BR,free,29.0,P0007528,gaming,2025-12-08T17:00:53,7,10,39,web
U01629,2025-06-01T05:16:06,AR,free,16.0,P0007007,education,2025-07-15T05:17:42,6,10,44,web
U00464,2024-06-24T00:46:41,BR,free,36.0,P0001938,travel,2024-07-03T06:02:52,8,3,9,web
U00060,2024-06-11T20:07:45,AR,free,35.0,P0000230,sciense,2024-06-24T15:15:59,7,10,13,mobile
U00019,2024-09-13T03:59:09,AR,free,58.0,P0000077,health,2024-10-20T06:17:14,5,10,37,web
U00028,2025-03-01T22:06:17,CL,free,26.0,P0000104,life,2025-03-02T02:40:26,2,7,1,mobile
U01512,2024-05-09T10:17:35,BR,free,17.0,P0006479,music,2024-07-16T00:06:35,1,9,68,web
U01127,2024-08-30T09:05:42,BR,free,20.0,P0004801,tech,2024-11-07T13:43:25,5,8,69,web
U00886,2025-01-21T16:50:48,MX,free,,P0003839,SPORTS,2025-02-23T01:50:53,11,10,33,mobile
U00885,2025-03-22T09:05:16,US,pro,21.0,P0003816,gaming,2025-10-24T13:37:33,22,35,216,mobile
U01290,2024-06-14T10:00:19,PE,free,28.0,P0005514,health,2024-06-26T21:41:15,4,6,12,web
U00399,2025-01-22T23:30:31,AR,Free,28.0,P0001723,tech,2025-03-14T04:28:59,0,6,51,mobile
U01520,2024-01-31T00:32:22,UY,free,31.0,P0006517,life,2024-02-01T21:32:10,1,3,1,mobile
U00506,2024-02-10T15:33:23,BR,free,28.0,P0002104,life,2024-02-13T13:37:21,3,5,3,web
U01708,2024-04-22T23:59:28,BR,free,,P0007318,Finance,2024-04-26T01:30:58,12,13,4,mobile
U01772,2025-06-22T10:49:45,PY,pro,31.0,P0007611,sports,2025-07-23T16:46:03,20,8,31,mobile
U01211,2024-05-18T14:48:29,CL,free,28.0,P0005187,gaming,2024-05-22T15:10:41,5,9,4,web
U01338,2025-03-27T23:46:38,CL,FreE,34.0,P0005697,tech,2025-04-05T07:42:11,6,5,9,mobile
U00438,2025-12-14T18:10:16,BR,pro,21.0,P0001838,health,2025-12-21T01:59:17,1,2,7,mobile
U01417,2024-01-19T01:24:28,CL,free,30.0,P0006052,travel,2024-02-20T04:36:56,10,9,32,web
U01511,2025-04-20T17:39:12,US,free,25.0,P0006469,travel,2025-07-11T01:12:33,4,14,82,web
U01461,2024-03-02T19:20:10,MX, pro ,34.0,P0006243,finance,2024-03-05T23:25:49,1,10,3,web
U00369,2025-08-22T01:55:56,PY,free,32.0,P0001615,life,2025-09-12T16:47:37,13,8,21,mobile
U00867,2024-08-23T07:31:30,PE,free,32.0,P0003747,education,2024-12-03T02:03:41,0,9,102,mobile
U00138,2025-12-15T22:56:17,AR,free,28.0,P0000608,science,2025-12-26T11:32:59,6,3,11,desktop
U01902,2024-07-30T14:56:12,MX,pro,22.0,P0008184,finance,2024-09-01T19:44:28,10,11,33,web
U01286,2025-12-15T20:36:19,BR,FreE,35.0,P0005501,tech,2025-12-25T23:21:21,7,1,10,web
U00251,2025-10-18T20:24:05,MX,free,36.0,P0001094,tech,2025-12-24T08:22:41,7,10,67,web
U00967,2024-01-17T02:25:23,ES,free,24.0,P0004166,gaming,2024-02-28T18:30:12,5,38,42,mobile
U00634,2024-08-21T21:01:23,US,free,45.0,P0002623,finance,2024-09-08T23:57:15,1,7,18,mobile
U01142,2025-08-16T00:33:12,BR,pro,38.0,P0004861,science,2025-08-29T15:57:14,5,3,13,web
U01763,2024-12-02T12:42:25,BR,free,39.0,P0007543, music ,2024-11-08T11:42:25,5,13,0,web
U00222,2025-05-09T19:22:22,BR,free,40.0,P0000967,tehc,2025-07-16T22:49:28,3,8,68,mobile
U00976,2024-12-20T17:16:17,BR,enterprise,28.0,P0004231,life,2025-04-11T17:04:56,10,15,112,web
U00041,2024-11-19T13:44:25,PY, free ,38.0,P0000161,tech,2024-11-30T20:18:08,7,7,11,mobile
U00054,2024-06-07T20:24:04,BR,free,16.0,P0000204,sciense,2024-06-20T02:11:03,8,12,13,web
U00565,2025-08-18T19:56:30,BR,free,30.0,P0002388,Finance,2025-09-03T07:26:10,6,11,16,mobile
U01261,2024-06-29T22:09:22,BR,free,,P0005399,tech,2024-07-24T04:21:31,8,12,25,mobile
U01047,2025-02-21T23:15:50,AR,pro,28.0,P0004513,education,2025-03-10T09:18:15,26,9,17,web
U01249,2025-12-14T00:40:26,MX,free,22.0,P0005366,gaming,2025-12-20T08:17:44,0,2,6,web
U00192,2025-02-10T15:03:11,CO,free,32.0,P0000838,finance,2025-02-11T06:23:23,8,1,1,mobile
U00691,2024-12-17T02:13:05,BR,free,19.0,P0002935,finance,2025-02-03T17:21:10,13,18,48,web
U01313,2025-01-02T19:56:26,AR,free,24.0,P0005606,gaming,2025-01-03T08:21:44,6,2,1,mobile
U01878,2025-04-05T06:14:26,BR,pro,16.0,P0008062,science,2025-04-05T22:38:04,1,18,0,desktop
U00578,2024-10-26T11:03:06,CO,free,,P0002436,sports,2024-10-29T20:47:33,5,6,3,web
U00278,2025-02-06T12:25:28,UY,free,41.0,P0001231,TRAVEL,2025-02-12T16:16:15,5,6,6,web
U01642,2025-04-07T21:54:18,CO,free,19.0,P0007076,music,2025-04-17T04:50:51,0,7,10,web
U01630,2024-01-06T00:51:05,BR,free,31.0,P0007013,health,2024-01-30T19:02:05,8,4,24,web
U01493,2025-06-13T17:18:16,US,free,50.0,P0006358,science,2025-06-21T22:22:18,7,4,8,web
U00367,2025-05-20T02:12:18,US,free,,P0001610,education,2025-05-30T01:15:02,6,5,10,web
U00896,2024-02-17T05:55:06,AR,free,28.0,P0003862,sports,2024-02-23T12:57:30,3,3,6,web
U01977,2025-07-25T06:36:47,AR,free,38.0,P0008463,finance,2025-10-21T12:06:11,17,14,88,web
U02000,2024-04-23T01:47:05,AR,PRO,17.0,P0008598,health,2024-05-22T22:55:18,7,9,29,mobile
U01375,2024-11-06T03:16:27,BR,free,33.0,P0005870,gaming,2024-11-16T16:36:54,15,5,10,web
U00893,2024-01-09T05:46:43,US,Free,24.0,P0003853, gaming ,2024-01-12T16:45:46,5,2,3,mobile
U00855,2024-03-29T22:30:04,ES,pro,25.0,P0003694,Sports,2024-04-15T11:23:53,1,8,17,mobile
U01233,2025-08-27T09:55:58,AR,Free,23.0,P0005274,music,2025-09-14T19:00:54,7,7,18,mobile
U01368,2025-07-08T13:28:34,US,free,44.0,P0005837,health,2025-07-24T22:50:56,0,11,16,mobile
U01989,2025-03-21T06:33:07,BR,free,,P0008536,finance,2025-06-03T04:25:31,1,13,74,desktop
U01818,2025-01-08T04:53:40,BR,free,33.0,P0007815,sciense,2025-02-20T13:30:22,7,6,43,mobile
U00656,2025-07-04T10:01:45,BR,free,26.0,P0002733,sports,2025-08-23T00:14:56,11,9,50,web
U01892,2024-09-16T06:17:52,UY,free,28.0,P0008132,tech,2024-09-18T15:59:09,3,11,2,web
U00262,2025-07-14T05:20:06,PY,pro,36.0,P0001153,tech,2025-08-18T18:59:33,13,19,35,web
U01658,2025-10-12T05:57:55,PY,free,35.0,P0007151,sports,2025-11-10T11:03:09,9,12,29,desktop
U01760,2025-10-30T19:48:42,BR,free,29.0,P0007533,health,2025-12-24T23:01:16,1,10,55,mobile
U00932,2025-01-11T23:34:17,BR, pro ,,P0004035,tech,2025-04-01T15:04:18,5,18,80,web
U01451,2024-11-25T08:09:19,US,free,16.0,P0006196,travel,2024-12-10T14:19:53,11,7,15,web
U01128,2024-08-12T18:40:27,US,pro,17.0,P0004802,tech,2024-08-13T05:31:43,6,1,1,web
U00970,2024-02-23T16:00:48,BR,enterprise,32.0,P0004210,trvael,2024-03-17T18:07:14,0,6,23,web
U01569,2024-10-19T00:09:39,BR, free ,30.0,P0006714,SPORTS,2024-12-15T20:20:18,7,16,57,desktop
U00901,2024-10-05T17:33:53,MX,pro,,P0003878,tech,2024-10-14T09:30:22,26,3,9,web
U01646,2025-04-11T20:46:50,ES,pro,25.0,P0007107,sports,2025-04-25T02:42:41,19,4,14,web
U01841,2024-07-30T12:29:45,BR,free,31.0,P0007888,sports,2024-08-04T23:53:09,10,1,5,web
U00313,2025-07-06T12:48:31,BR,free,21.0,P0001393,finance,2025-07-16T23:55:38,11,4,10,mobile
U01113,2024-02-14T16:07:53,PY,free,25.0,P0004754,sciense,2024-03-23T17:08:10,18,5,38,desktop
U01579,2024-12-25T15:56:24,CL,pro,16.0,P0006764,education,2025-01-08T03:31:05,5,10,14,web
U00150,2025-11-26T07:16:31,PE,free,34.0,P0000658,travel,2025-12-10T08:38:20,2,6,14,mobile
U00187,2025-09-26T02:36:03,AR,free,25.0,P0000791,music,2025-10-09T20:17:39,9,12,13,mobile
U00194,2024-02-22T14:10:40,AR,free,38.0,P0000858,science,2024-02-23T07:35:21,8,1,1,web
U01328,2024-07-03T05:10:16,PE,free,42.0,P0005674,life,2024-07-05T02:18:38,12,1,2,web
U01791,2025-04-29T01:07:13,PE,free,31.0,P0007673,finance,2025-04-30T20:47:30,9,3,1,web
U01530,2025-03-21T11:20:10,CL,free,30.0,P0006556,finance,2025-04-09T06:47:02,7,6,19,web
U00618,2025-01-12T21:48:49,CL,free,32.0,P0002562,finance,2025-01-31T10:41:12,4,7,19,web
U00885,2025-03-22T09:05:16,US, pro ,21.0,P0003802,education,2025-07-26T23:07:19,17,35,126,web
U00639,2024-05-01T05:35:12,CL,free,24.0,P0002641,SCIENCE,2024-05-02T21:42:01,3,4,1,web
U00306,2025-09-12T11:25:14,AR,free,35.0,P0001360,music,2025-10-20T01:43:42,6,9,38,mobile
U00992,2024-06-27T21:44:19,AR,free,25.0,P0004297,music,2024-07-04T17:52:25,9,4,7,desktop
U01592,2024-04-02T04:55:01,AR,FREE,25.0,P0006842,life,2024-08-14T07:36:30,2,17,134,mobile
U00559,2025-11-23T19:54:40,CL,enterprise,16.0,P0002348,tech,2025-11-24T13:43:17,15,2,1,web
U01486,2024-03-12T01:23:49,MX,FREE,19.0,P0006331,science,2024-05-21T13:07:06,8,8,70,web
U01631,2024-05-16T11:36:26,ES,enterprise,39.0,P0007018,science,2024-06-07T05:29:22,5,5,22,web
U00664,2024-08-25T09:03:53,UY,enterprise,21.0,P0002782,health,2024-10-19T05:37:04,5,13,55,mobile
U01008,2024-12-28T04:22:48,CO,pro,,P0004340,science,2025-01-14T21:19:35,5,26,17,web
U01593,2024-02-29T18:06:57,BR,pro,16.0,P0006845,travel,2024-03-08T18:13:10,5,16,8,mobile
U01728,2024-03-28T08:54:41,CO,free,17.0,P0007395,tech,2024-04-10T01:42:03,6,3,13,mobile
U00773,2025-11-01T23:34:39,AR,pro,19.0,P0003309,life,2025-11-18T03:09:41,10,5,17,mobile
U01637,2025-01-26T23:39:05,BR,free,31.0,P0007049,gaming,2025-03-24T19:38:29,4,7,57,desktop
U01890,2025-12-14T14:41:39,AR,free,45.0,P0008129,tech,2025-12-15T02:37:35,9,1,1,mobile
U01570,2025-09-07T11:51:52,ES,free,30.0,P0006719,life,2025-10-11T04:08:06,11,6,34,web
U00140,2024-03-20T00:14:18,MX,pro,33.0,P0000616,music,2024-04-19T01:14:01,8,7,30,web
U01561,2025-07-21T16:53:54,US,free,35.0,P0006667,music,2025-08-14T07:52:23,2,15,24,mobile
U00619,2024-07-08T22:37:15,US,free,24.0,P0002576,finance,2025-01-03T04:13:44,1,13,179,desktop
U01694,2024-02-29T05:28:40,ES,free,36.0,P0007278,science,2024-07-03T19:37:35,6,18,125,mobile
U00779,2024-05-04T09:55:18,BR,free,26.0,P0003341,life,2024-05-07T10:18:57,8,2,3,web
U01261,2024-06-29T22:09:22,BR,free,,P0005396,tech,2024-07-12T01:01:14,10,12,13,web
U00396,2024-04-25T22:33:05,US,free,28.0,P0001706,science,2024-04-26T17:59:00,16,1,1,web
U01977,2025-07-25T06:36:47,AR,free,38.0,P0008455,Music,2025-08-18T15:25:04,2,14,24,web
U01590,2024-07-20T05:30:35,US,FreE,33.0,P0006823,life,2024-08-01T08:59:18,1,2,12,web
U01996,2025-08-27T13:08:29,PY,free,22.0,P0008571,travel,2025-08-31T10:57:27,6,4,4,mobile
U00267,2024-09-11T17:19:10,AR,free,25.0,P0001173,education,2024-10-03T03:35:49,2,25,22,mobile
U01680,2024-10-19T08:37:20,PY,free,18.0,P0007224,travel,2024-10-27T11:40:00,13,2,8,mobile
U00188,2024-05-12T09:06:05,MX,free,34.0,P0000804,education,2024-06-14T02:58:58,9,14,33,web
U01916,2025-06-11T02:21:36,CL,Free,21.0,P0008217,life,2025-06-21T23:42:06,9,8,10,mobile
U01272,2025-05-11T18:01:08,MX,free,,P0005447,music,2025-06-01T16:47:52,7,2,21,mobile
U00229,2025-10-30T05:03:04,BR,free,27.0,P0000991,finance,2025-10-31T10:24:26,15,10,1,web
U01472,2025-05-27T04:29:54,US,pro,,P0006278,science,2025-06-16T15:01:20,13,13,20,web
U01340,2024-01-30T08:34:56,ES,free,29.0,P0005711,tech,2024-02-25T21:24:40,0,2,26,web
U01158,2025-07-04T23:34:27,AR,free,23.0,P0004926,life,2025-08-05T04:50:36,3,25,32,web
U00815,2025-07-25T07:30:13,ES,free,21.0,P0003514,music,2025-10-03T03:41:46,18,6,70,mobile
U00970,2024-02-23T16:00:48,BR,enterprise,32.0,P0004206,life,2024-02-27T09:40:05,8,6,4,web
U01541,2025-08-01T04:30:19,US,pro,45.0,P0006590,science,2025-08-02T03:36:45,4,10,1,web
U00058,2025-03-10T14:31:01,CO,enterprise,29.0,P0000220,sports,2025-03-11T20:41:35,15,4,1,mobile
U00980,2024-04-10T17:59:36,AR,free,,P0004253,sports,2024-05-29T04:05:40,3,14,49,mobile
U00293,2024-06-11T04:59:47,BR,free,24.0,P0001289,Travel,2024-08-12T04:46:03,4,8,62,web
U00741,2025-03-07T12:13:22,CL,pro,16.0,P0003164,music,2025-03-11T00:43:31,14,5,4,web
U00633,2025-12-08T22:31:22,US,free,27.0,P0002619,TECH,2025-12-17T15:33:02,1,5,9,mobile
U00829,2025-11-06T12:54:33,PY,free,31.0,P0003613,tech,2025-11-21T05:35:40,5,11,15,mobile
U00014,2025-06-06T13:49:13,BR,Pro,,P0000044,gaming,2025-07-10T19:59:51,13,21,34,web
U01172,2024-06-11T09:28:34,MX,free,27.0,P0004998,sciense,2024-06-19T08:43:36,4,3,8,web
U00883,2024-03-28T01:47:43,US,pro,27.0,P0003793,tech,2024-05-11T08:35:05,6,4,44,mobile
U00821,2024-04-30T04:21:22,MX,free,19.0,P0003572,music,2024-07-24T22:56:43,8,21,87,mobile
U01575,2024-10-06T02:07:57,BR,free,19.0,P0006752,sports,2024-12-24T03:10:01,10,11,79,web
U00343,2025-06-10T15:26:44,US,free,37.0,P0001504,health,2025-07-13T19:03:46,4,6,33,web
U01741,2024-06-18T17:28:54,US,free,16.0,P0007441,finance,2024-06-30T12:23:38,22,3,12,mobile
U01647,2024-01-22T21:19:06,PY,free,24.0,P0007111,health,2024-01-31T19:37:29,16,3,9,web
U00800,2024-02-09T13:46:53,BR,FREE,23.0,P0003440,gaming,2024-03-04T03:56:50,6,12,22,mobile
U00453,2024-12-01T06:00:05,US,free,,P0001893,Sports,2025-01-20T04:35:34,14,7,50,web
U01893,2024-09-28T18:21:06,CL,pro,34.0,P0008144,sports,2024-10-04T05:08:35,1,4,6,web
U01794,2024-02-08T07:01:28,UY,free,30.0,P0007692,travel,2024-04-10T00:58:23,18,18,62,mobile
U01512,2024-05-09T10:17:35,BR,free,17.0,P0006473,sporst,2024-05-29T22:45:21,3,9,20,desktop
U00344,2024-06-30T15:33:01,MX,pro,26.0,P0001506,sporst,2024-07-01T10:25:57,7,11,1,mobile
U00153,2024-07-20T10:01:54,CO,free,,P0000671,finance,2024-08-23T04:08:30,1,8,34,web
U01743,2024-12-11T20:58:33,BR,free,16.0,P0007446,science,2025-01-31T13:01:32,4,4,51,mobile
U01262,2024-03-29T00:06:17,PY,free,,P0005411,life,2024-06-02T01:34:13,4,7,65,web
U00207,2024-02-03T03:31:49,PY,free,37.0,P0000898,finance,2024-02-22T12:39:33,6,17,19,web
U01111,2025-08-07T10:57:24,BR,pro,,P0004741,tech,2025-08-07T18:58:54,16,4,0,mobile
U00644,2024-08-17T20:12:10,CL,free,,P0002667,gaming,2024-08-18T11:17:48,2,6,1,web
U00747,2025-08-27T22:59:42,BR,free,33.0,P0003194,science,2025-12-01T08:15:03,3,5,96,web
U00684,2024-11-17T23:53:02,CO,free,25.0,P0002891,science,2024-12-27T14:32:44,7,9,42,web
U01809,2025-08-23T03:18:04,US,pro,22.0,P0007783,music,2025-08-24T08:36:04,11,5,1,mobile
U01076,2025-05-14T08:31:53,BR,free,24.0,P0004604,health,2025-06-08T15:01:31,1,5,25,mobile
U01308,2025-10-16T23:31:09,US,free,16.0,P0005587,finance,2025-11-19T09:44:56,3,3,34,mobile
U01646,2025-04-11T20:46:50,ES,pro,25.0,P0007105,education,2025-04-12T08:06:33,8,4,1,web
U00564,2024-12-31T20:04:04,US,free,16.0,P0002371,TRAVEL,2025-05-21T00:41:33,3,20,141,mobile
U01417,2024-01-19T01:24:28,CL,free,30.0,P0006054,sports,2024-02-25T21:01:22,4,9,37,web
U00412,2025-11-30T22:13:00,PE,FreE,31.0,P0001770,gaming,2025-12-19T09:24:21,5,5,19,web
U01581,2024-05-13T01:40:15,PY,free,16.0,P0006776,travel,2024-06-28T01:36:24,10,6,46,mobile
U00124,2024-04-20T08:42:09,MX, free ,35.0,P0000532,life,2024-05-13T06:18:21,17,15,23,web
U01565,2024-10-31T07:34:34,US,free,25.0,P0006686,tech,2024-11-06T08:07:08,28,3,6,web
U01633,2024-02-18T16:01:11,AR,free,24.0,P0007031,science,2024-02-22T18:45:10,0,6,4,web
U01809,2025-08-23T03:18:04,US,pro,22.0,P0007784,finance,2025-08-28T00:05:54,3,5,5,web
U01903,2024-05-24T03:19:30,ES,free,25.0,P0008185,tech,2024-05-24T15:31:49,7,1,0,mobile
U00171,2025-02-02T13:21:25,PE,free,30.0,P0000732,gaming,2025-04-17T15:49:57,11,6,74,web
U00792,2024-12-20T07:04:14,BR,free,43.0,P0003407,health,2024-12-20T21:02:27,7,1,0,mobile
U00555,2024-01-13T11:42:41,US,free,36.0,P0002340,Sports,2024-04-13T18:10:46,7,17,91,web
U01669,2024-10-07T13:08:03,BR,FreE,41.0,P0007189,science,2024-11-26T20:28:21,4,10,50,mobile
U01037,2025-08-27T01:33:29,BR,pro,42.0,P0004473,travel,2025-08-31T06:06:06,13,5,4,web
U00618,2025-01-12T21:48:49,CL,Free,32.0,P0002566,music,2025-02-24T11:38:57,6,7,43,web
U01379,2025-05-24T23:35:06,BR,free,26.0,P0005915,sports,2025-08-19T01:35:15,3,8,87,web
U01741,2024-06-18T17:28:54,US,Free,16.0,P0007440,music,2024-06-27T17:34:11,2,3,9,mobile
U01204,2025-09-05T01:37:05,PY,free,27.0,P0005153,trvael,2025-11-19T20:49:08,6,15,75,mobile
U01250,2024-11-04T10:03:26,UY,free,28.0,P0005367,health,2024-11-07T06:46:26,6,2,3,mobile
U01078,2024-09-17T11:05:16,PE,free,34.0,P0004615,sports,2024-09-05T11:05:16,3,6,0,mobile
U01493,2025-06-13T17:18:16,US,free,50.0,P0006357,EDUCATION,2025-06-20T23:10:23,10,4,7,web
U01766,2024-08-04T00:33:50,US,free,33.0,P0007558,life,2024-09-04T07:06:27,10,6,31,web
U00284,2025-07-12T13:18:52,BR,free,20.0,P0001256,education,2025-07-14T13:16:29,1,1,2,web
U00506,2024-02-10T15:33:23,BR,free,28.0,P0002105,travel,2024-02-16T14:50:52,7,5,6,web
U01693,2025-12-11T21:28:28,ES, pro ,16.0,P0007264,sports,2025-12-29T14:39:04,5,4,18,mobile
U01119,2024-01-13T00:02:11,PY,Free,42.0,P0004776,life,2024-01-15T19:58:41,15,3,2,mobile
U01302,2025-05-13T16:06:16,MX,pro,29.0,P0005563,EDUCATION,2025-05-24T09:49:49,5,9,11,mobile
U01595,2025-07-16T22:30:44,US,free,22.0,P0006862,sports,2025-07-27T04:44:22,6,5,11,web
U00811,2024-12-06T02:10:41,BR,free,28.0,P0003485,life,2025-01-10T09:00:10,6,22,35,web
U01940,2024-07-06T03:12:23,AR,pro,28.0,P0008318,sports,2024-08-10T00:44:50,6,17,35,mobile
U00885,2025-03-22T09:05:16,US,pro,21.0,P0003817,music,2025-10-30T04:24:42,5,35,222,web
U01016,2024-03-16T13:12:37,CL,free,34.0,P0004395,life,2024-05-16T08:00:29,7,14,61,web
U01802,2025-07-11T11:10:51,BR,free,41.0,P0007745,tech,2025-08-23T04:51:36,5,11,43,mobile
U01409,2024-06-19T00:32:41,AR,pro,20.0,P0006002,finance,2024-06-20T20:54:29,8,1,1,web
U01168,2025-10-31T13:38:16,US,pro,,P0004986,music,2025-11-07T06:44:52,11,2,7,web
U00369,2025-08-22T01:55:56,PY,free,32.0,P0001622,tech,2025-10-02T14:59:10,4,8,41,web
U01927,2025-06-16T08:56:48,MX,pro,16.0,P0008259,health,2025-06-22T15:36:27,11,3,6,mobile
U01746,2025-10-10T00:12:03,PE,free,25.0,P0007457,finance,2025-11-03T08:01:03,5,9,24,web
U01125,2024-03-12T23:14:49,CO,free,37.0,P0004790,health,2024-03-13T14:02:10,6,2,1,web
U01739,2025-07-19T05:50:11,CL,free,22.0,P0007431,tech,2025-07-19T15:35:22,3,4,0,web
U00252,2024-07-14T23:42:45,AR,free,,P0001097,gaming,2024-07-20T14:11:55,4,5,6,mobile
U01721,2024-12-09T21:28:01,US,free,16.0,P0007376,health,2024-12-15T02:12:41,3,4,6,mobile
U01949,2025-06-30T12:36:32,BR,pro,18.0,P0008358,life,2025-10-18T22:07:34,3,8,110,mobile
U00588,2024-10-02T11:55:42,US,free,26.0,P0002464, science ,2024-10-06T00:07:45,2,3,4,web
U01494,2024-01-17T17:03:12,ES,free,20.0,P0006373,finance,2024-02-18T08:19:01,10,20,32,web
U00416,2024-05-06T22:07:10,CL,free,35.0,P0001789,science,2024-05-08T15:28:04,6,2,2,mobile
U01579,2024-12-25T15:56:24,CL,pro,16.0,P0006760,travel,2024-12-31T19:07:13,4,10,6,web
U01113,2024-02-14T16:07:53,PY,free,25.0,P0004751,gaming,2024-03-08T07:03:28,6,5,23,web
U01686,2025-09-12T05:27:44,AR,free,25.0,P0007243,gaming,2025-10-11T18:42:33,0,3,29,mobile
U00050,2025-08-17T20:03:45,CL,free,28.0,P0000193,science,2025-10-11T16:46:37,3,7,55,desktop
U00189,2024-03-15T14:27:34,BR,free,33.0,P0000821,tech,2024-04-27T07:54:30,38,20,43,desktop
U01013,2025-02-02T08:21:54,US,free,38.0,P0004383,tech,2025-02-02T14:08:15,7,3,0,mobile
U01261,2024-06-29T22:09:22,BR,free,,P0005401,sports,2024-07-28T01:29:00,6,12,29,web
U00967,2024-01-17T02:25:23,ES,free,24.0,P0004167,gaming,2024-03-01T16:11:14,11,38,44,mobile
U00650,2025-09-28T14:38:35,PY,FreE,28.0,P0002688,music,2025-10-05T02:51:49,4,14,7,mobile
U01041,2025-09-08T16:27:35,PY,FREE,29.0,P0004484,tech,2025-09-12T06:09:18,4,1,4,desktop
U01066,2025-12-08T22:36:38,MX,free,22.0,P0004582,life,2025-12-09T09:58:37,6,2,1,mobile
U00631,2024-12-15T03:52:45,BR,pro,21.0,P0002608,science,2024-12-15T21:13:56,15,6,0,mobile
U01339,2024-01-03T02:25:16,MX,pro,,P0005707,GAMING,2024-02-09T10:16:46,16,10,37,web
U00062,2024-01-26T09:28:50,BR,free,28.0,P0000239,gaming,2024-01-31T01:36:12,2,4,5,web
U00930,2024-02-14T04:20:27,AR,free,17.0,P0004016,sports,2024-05-27T15:46:43,12,21,103,web
U01873,2024-05-10T22:21:02,BR,free,25.0,P0008047,life,2024-05-14T13:53:32,6,3,4,mobile
U00701,2024-08-07T05:20:57,MX,pro,27.0,P0002978,life,2024-08-21T13:29:58,3,5,14,mobile
U01771,2025-08-17T21:19:03,US,free,35.0,P0007585,finanse,2025-08-30T10:08:20,2,21,13,mobile
U00216,2024-01-23T04:53:10,AR, free ,16.0,P0000946,life,2024-01-23T14:01:12,2,2,0,web
U01158,2025-07-04T23:34:27,AR,free,23.0,P0004924,life,2025-07-05T23:45:04,5,25,1,web
